Alive precision,AliveDate,Bio Name,BioSource,Biography,BirthDate,BornPrecision,Citation,DeathDate,DeathPrecision,FullTextPageNum,Index Category 1,IndexLifeCode,LifeLength,LifeLength Precision,LineNumber,NameInIndex,NameOnChart,On Chart: Line #,OnChartCategory,Region_final,Section starting Line,Sex or gender V2,UO_ID,VisualCase,WikiLink,aproxBirthDate,aproxDeathDate,case
,,Pythagoras,Watkins,"A celebrated philosopher, was born at Samos, where his father was a sculptor, about 600 B.C. He studied in Egypt many years, and after traveling over a great part of Asia, he returned to his native place; but finding that Polycrates had usurped the government, he went to Crotona in Italy, where he taught philosophy with uncommon reputation. Students came to him from all parts, on whom he imposed a probationary silence for five years; after which they were required to place their property in the common stock. He greatly reformed the manners of the people of Crotona and its neighborhood, and several of his disciples became excellent legislators, particularly Zeleucus. Pythagoras is said to have visited Phalaris, the tyrant, who was so provoked with his discourses as to order him to be put to death, but the assassination of the tyrant saved his life. He was the first who assumed the title of philosopher. He discovered the famous demonstration in geometry of the square of the hypotenuse, for which he sacrificed a hecatomb to the gods. He held that the sun is in the center of the universe, and that the earth revolves around it with the other planets. His other principles were less rational, for he maintained the doctrine of a transmigration of souls and the unlawfulness of eating animal food. He died about 490 B.C. The Golden Verses which go by his name are questionable.",,,,-497.0,d.,98.0,HP,d. (LL),71.0,,122,Pythagoras,Pythagoras,23.0,Divines and Metaphysicians &cc,,99.0,male,1952.0,C,https://en.wikipedia.org/wiki/Pythagoras,-568.0,-497.0,case1
fl.,-330.0,Pytheas,Watkins,"A Greek philosopher, who was the cotemporary of Aristotle, and rendered himself famous by his skill in mathematics He travelled into various countries, and made numerous discoveries, particularly with respect to the length of the days in different climates, and the obliquity of the ecliptic.",,,,,,60.0,M,fl.,,,86,Pytheas,Pytheas,17.0,Mathematicians &cc Physicians,France,69.0,male,1953.0,A,https://en.wikipedia.org/wiki/Pytheas,-360.0,-315.0,case3
,,Quintilian (Marcus Fabius),Watkins,"A celebrated orator and critic, is said by some to have been a native of Spain, and by others to have been born at Rome. At the commencement of the reign of Galba he opened a School of rhetoric in that city, where he taught with great reputation, and was liberally rewarded by the government. He also pleaded in the forum, and was entrusted by Domitian with the education of his two nephews. He is supposed to have died about A.D. 68. His Institutiones Oratories maybe justly pronounced the finest system of rhetoric ever written. This invaluable work was discovered by Poggio in 1415, in the abbey of St. Gal. The best edition is that of Burman in 1724, Leyden, 4 vols. 4to.",,,Bayle,120.0,d. ab.,98.0,Cr,d. ab. (LL) ab.,80.0,ab.,34,Quintilian,Quintilian,12.0,Orators and Critics &cc,Spain,22.0,male,1954.0,I,https://en.wikipedia.org/wiki/Quintilian,75.0,120.0,case2
fl. ab.,200.0,"Calaber, Q. called also Smyrneus",Crabb,"A poet of the third century, wrote a Continuation of Homer's Iliad in
 Greek poetry; the best editions of which are that of Rhodoraan, 12mo. Hanov. 1604, with the notes of Dausqueius; and that of Pauw. 8vo. Lugd. Bat. 1734.",,,,,,98.0,P,fl. ab.,,,55,Quintus Calaber,Quintus Cal:,12.0,Artists Poets,Turky in Asia,43.0,male,1955.0,B,https://en.wikipedia.org/wiki/Quintus_Smyrnaeus,170.0,215.0,case13
,,Quevedo de Villegas (Francis),Watkins,"A Spanish author, was born at Villeneuve de 1 L'Infantado in 1570, of a noble family. He cultivated poetry, and his performances were much efteemed; but some of them gave such offence to count Olivares, that he caused the author to be sent to prison, where he remained till that minister was disgraced. He died at his native place in 1645. His works were published at Madrid in 1650, under the title of Parnasso Espagnolo. His Visions of Hell have been translated into English, but very indifferently from a French version.",,,Moreri,1647.0,d.,98.0,Bel,d.,,,39,Quivedo,Quivedo,17.0,Orators and Critics &cc,Spain,22.0,male,1956.0,D,https://en.wikipedia.org/wiki/Francisco_de_Quevedo,1602.0,1647.0,case2
,,"Rabaus Maurus, Magnentius",Crabb,"Archbishop of Mentz, was born in 785, succeeded Orgar in the archiepiscopal see of his native city in 847, and died in 856, leaving a great number of works, which were printed at Cologn in 3 vols. fol. 1627.",,,,856.0,d.,98.0,D,d.,,,122,"Rabanus, Maurus",Rabanus M.,23.0,Divines and Metaphysicians &cc,Germany,99.0,male,1957.0,D,https://en.wikipedia.org/wiki/Rabanus_Maurus,811.0,856.0,case2
,,Rabelais (Francis),Watkins,"Was the son of an apothecary at Chinon in Touraine. He entered into the order of Cordeliers; but on account of an intrigue, he was imprisoned in a monastery, from whence he made his escape, and obtained permission of Pope Clement II. to quit his order. He then studied medicine at Montpellier, where he took his doctor's degree and became professor in 1531. The chancellor Duprat having abolished the privileges of that university, Rabelais was deputed to wait on him, and he succeeded in obtaining a reversal of that decree. The cardinal du Bellay appointed him his physician and took him in his suite to Rome. On his return to France, he was rewarded with an abbey and the benefice of Meudon. About this time, he published his Pantagruel, a comic satire, which is licentious and obscene. He died in 1553, aged 70. Besides the above piece, he wrote some medical works and numerous letters, printed together in 5 vols. 8vo. 1715.",,,Moreri,1553.0,d.,98.0,Bel,d. (LL),70.0,,36,Rabelais,Rabelais,14.0,Orators and Critics &cc,,22.0,male,1958.0,C,https://en.wikipedia.org/wiki/François_Rabelais,1483.0,1553.0,case1
,,Racine (John),Watkins,"A French poet, was born at Ferre-Milon, in 1639, of a noble family. He was educated in the society of Port Royal, where he devoted his principal attention to the Greek tragic poets. His first publication was an Ode on the Marriage of the King, which procured him a pension. In 1661 he produced his tragedy of Thebaide, which was followed in 1666 by Alexander. Till this time he wore the ecclesiastical habit, which he now renounced. Nicole, in a letter written against Desmarets, having charged the dramatic poet as poisoners of the soul, Racine replied in a severe manner. In 1688 appeared his Andromache, which was attacked by several critics, particularly St. Evremond. His next piece was the tragedy of Britannicus, which far surpassed his former productions. In 1677 appeared his tragedy of Phaedra, which was opposed by one on the same subject written by Pradon, and occasioned violent heats between the partisans of the respective poets. The same year Racine was associated with Boileau in writing the History of Louis XIV. which work was never published. About this time he wrote his sacred drama of either, at the desire of madame de Maintenon, and it was acted by the young ladies of her inftitution of St. Cyr. His belt piece of this kind, was his Athalia. He died in 1699, of chagrin, occasioned by the king's displeasure at a memorial on the miseries of the people, which he had written at the request of madame de Maintenon. Besides his dramatic works he wrote, Canticles or Hymns for the use of St. Cyr; the History of Port Royal; Letters and Epigrams.",,,,1699.0,d.,98.0,P,d. (LL),60.0,,46,Racine,Racine,3.0,Artists Poets,France,43.0,male,1959.0,C,https://en.wikipedia.org/wiki/Jean_Racine,1639.0,1699.0,case1
,,Raleigh (sir Walter),Watkins,"Was born at Hayes, in the parish of Budley, in Devonshire, of an ancient family, in 1552. After a proper education, he was sent to Oriel College, Oxford, but did not long remain there, for having an enterprising turn, he entered into the troop of gentlemen volunteers, who went to the assistance of the Protestants in France, where he continued about five or six years. In 1576, he was a student in the Middle Temple, but the year following he served under General Norris in the Netherlands. Soon after his return, he engaged with his brother-in-law, Sir Humphry Gilbert, in a voyage to America, from whence they returned in 1579. The next year he was in Ireland, where he distinguished himself against the rebels in Munster. On his return to England, he introduced himself to the notice of Queen Elizabeth by a piece of gallantry. Her Majesty was taking the air in a walk, when stopping at a dirty place, she hesitated whether to proceed or not; on which Raleigh took off his new plush cloak and spread it on the ground. The queen trod gently over the foot-cloth and soon rewarded the sacrifice of a cloak with a handsome suit to the owner. Being still intent upon making discoveries, he sailed again with Gilbert, who was lost in the voyage. This, however, did not discourage Raleigh, who fitted out another squadron, which discovered the country called, in honor of Elizabeth, Virginia. In 1584, he was elected into Parliament for the county of Devon and knighted. He continued indefatigable in his favorite object of improving navigation and was concerned with his relation Sir Richard Grenville in colonizing Virginia, from whence the first tobacco was brought by this fleet to England. About this time, he was made captain of the queen's guard and lord warden of the stannaries. In the defeat of the Spanish Armada, Sir Walter bore a glorious part, for which he received distinguishing marks of favor from the queen, but having obtained a grant of the manor of Sherborne in Dorsetshire, which had belonged to the bishopric of Salisbury, it gave great offense, and he was stigmatized unjustly as an atheist. About the same time, he incurred the queen's displeasure by an intrigue with one of her maids of honor, whom he afterward married. In 1595, he sailed to Guiana and destroyed the capital of Trinidad. The year following, we find him principally engaged in the taking of Cadiz. Honors were lavished in abundance upon him, and he obtained the lordship of St. Germaine, in Cornwall. Sir Walter had an active concern in the fall of Essex and remained in the favor of the queen till her death. But in the succeeding reign, the face of his affairs was changed. He was stripped of his preferments, tried, and condemned for high treason on a charge the most frivolous and without the least evidence. He lay in the Tower twelve years, during which he wrote several pieces on various subjects of national importance, but his greatest performance was the History of the World, which was published in folio in 1611. The year following, he was released, occasioned by the flattering account which he had given of some rich mines in Guiana. On gaining his liberty, he sailed to that country in search of those pretended mines, instead of discovering which he burnt the Spanish town and returned to England. In consequence of the complaint of Gondomar, the Spanish ambassador, he was apprehended and, in a most unprecedented manner, beheaded on his former sentence in Palace Yard, Westminster, in 1618. His works are historical, philosophical, poetical, and political. His son, Carew Raleigh, who was born in the Tower, became governor of Jersey in 1659 and died in 1666. He wrote some sonnets and a vindication of his father against James Howell.",,,,1617.0,d.,98.0,,d. (LL),77.0,,153,Raleigh,Raleigh,26.0,Statesmen and Warriors,Great Britain,127.0,male,1960.0,C,https://en.wikipedia.org/wiki/Walter_Raleigh,1540.0,1617.0,case1
,,Ramirus I,Crabb,"Succeeded Alphonsus II, and died in 850, after a reign of 26 years, during which he gained a great battle over the Moors.",,,,850.0,d.,98.0,,d.,,,144,Ramirus of Leon,Ramirus,17.0,Statesmen and Warriors,Spain,127.0,male,1961.0,D,https://en.wikipedia.org/wiki/Ramiro_I_of_Asturias,805.0,850.0,case2
,,Ramus (Peter),Watkins,"A philosopher and mathematician, was born in 1515, at Cuth, in Picardy. His birth was mean, and he received his education in the college of Navarre, where he was a servant. He studied with such ardour, as to be admitted to the degree of master of arts, his thesis on which occasion was an attack upon the doctrine of Aristotle, which occasioned a violent controversy, and Ramus was prohibited from teaching. But in 1551 he was nominated to the regius professorship, but was again persecuted for not pronouncing Q in Latin as K. He was also obnoxious to the Sorbonne for being a protestant, and in the massacre of St. Bartholomew, at Paris, in 1572, this learned and worthy man fell victim. His works are, 1. Treatises on Arithmetic and Geometry; 2. De Militia Ceasaris; 3. De moribus veterum Gallorum; 4. Greek, Latin, and French Grammars.",,,Moreri,1572.0,d.,98.0,M,d.,,,81,"Ramus, Peter",P. Ramus,12.0,Mathematicians &cc Physicians,France,69.0,male,1962.0,D,https://en.wikipedia.org/wiki/Petrus_Ramus,1527.0,1572.0,case2
,,Raphael (Sanzio),Watkins,"A celebrated painter, was born at Urbino in 1488. His father first employed him to paint china, and afterwards placed him under Perugino. At Florence he studied the famous cartoons of da Vinci and Michael Angelo; after which he went to Rome, where he was employed by pope Julius II. in the Vatican. He also painted several fine pieces for Francis I. of France, who liberally rewarded him. Leo X. employed him in reconstructing the Basilique of St Peter. He died at Rome in 1520.",,,,1520.0,d.,98.0,Pa,d. (LL),37.0,,63,Raphael,Raphael,20.0,Artists Poets,Italy,43.0,male,1963.0,C,https://en.wikipedia.org/wiki/Raphael,1483.0,1520.0,case1
,,Rapin de Thoyras (Paul),Watkins,"An historian, was born at Castres, in 1661, of an ancient family of Savoy. He studied the law, and became an advocate, but being obliged to leave France on the revocation of the edict of Nantes he visited England, and Holland. In 1688 he accompanied the prince of Orange to this country, and obtained a military rank in Ireland, but being wounded at the siege ot Limerick, he disposed of his commission. He afterwards became tutor to the son of the earl of Portland, whom he accompanied on his travels. He died at Wefel in 1725. His History of England, which is very exact, was printed at the Hague, in 10 vols. 4to.; and translated into English by Mr. Tindal, in folio and octavo.",,,,1725.0,d.,98.0,H,d. (LL),64.0,,0,Rapin,,,,France,,male,1964.0,C,https://en.wikipedia.org/wiki/Paul_de_Rapin,1661.0,1725.0,case1
,950.0,,,,,,,,,-99.0,,liv.,,,108,Ratheir,Ratheir,9.0,Divines and Metaphysicians &cc,France,99.0,male,1965.0,A,https://en.wikipedia.org/wiki/Ratherius,927.0,973.0,none
,,Ray (John) or Wray,Watkins,"An English divine and botanist, was born at Black-Notley, in Essex, in 1628. His father was a blacksmith, but gave his son a good education at Braintree, from whence he removed to Trinity college, Cambridge, where he became fellow, and Greek and mathematical lecturer. While at the university he cultivated the study of botany, which was then in a low state; but by his example and exertions it became a favourite pursuit. In 1660 he published his ""Catalogus Plantarum Circa Cantabrigiam Nascentium,"" 12mo.; which laid the foundation of his Synopsis Methodica Stirpium Britannicarum, of which excellent work there are two editions in octavo. The same year he was ordained by bishop Sanderson, but in 1662 he quitted his fellowship. After this he made numerous journeys over the kingdom with his friend Mr. Willoughby, and others, in search of plants and other curiosities. He also accompanied the same gentlemen abroad, of which tour he published an account in 1673. He was chosen a fellow of the royal socicty in 1667, and he contributed numerous papers to the transactions of that learned body, on subjects of natural history. In 1679 he fixed his residence near Black-Notley, where he continued perfecting his collections and works till his death, which happened in 1705. The botanical writings of this excellent man have been universally admired; besides which he published, 1. The Wisdom of God Manifested in the Works of the Creation, 8vo., of which there have been several editions; 2. Three Discourses on the Primitive Chaos, the Creation, Deluge and Conflagration of the World. 8vo.; 3. Synopsis Methodica Animalium, quadrapedium, Avium et Pifcium; 4 A tranflation of Rauwolf's Travels in the East, 8vo.; 5. Persuasive to a Holy Life, 8vo.; 6. Collection of English Proverbs, 8vo., which has been reprinted several times. After his death were published by Dr. Derham, his History of Insects, 4to.; and a collection of Philosophical Letters between Mr. Ray and several of his correspondents, 8vo.; and his Select Remains were printed by Mr. SCott, in 1760, 8 vo.",,,,1705.0,d.,98.0,M,d. (LL),77.0,,94,Ray,Ray,25.0,Mathematicians &cc Physicians,Great Britain,69.0,male,1966.0,C,https://en.wikipedia.org/wiki/John_Ray,1628.0,1705.0,case1
,,,,,,,,1160.0,d.,98.0,,d. (LL),79.0,,137,Raymond de Puy,Raymund Puy:,10.0,Statesmen and Warriors,France,127.0,male,1967.0,C,https://en.wikipedia.org/wiki/Raymond_du_Puy,1081.0,1160.0,case1
fl.,1381.0,,,,,,,,,98.0,D,fl.,,,117,Raymundus Jordan,R. Jordan,18.0,Divines and Metaphysicians &cc,,99.0,male,1968.0,A,https://en.wikipedia.org/wiki/Raymundus_Jordanus,1351.0,1396.0,case3
,,"Reaumur, Rene Anthony Farchault, Sieur de",Crabb,"A French naturalist, was bom at Rochelle in 1683, and died
 in 1756, after having directed his observations to different
 branches of natural philosophy, particularly to the reducing
 thermometers to a common standard, whence thermometers,
 constructed on his principle, are still known by his
 name.",,,,1757.0,d.,98.0,M,d. (LL),76.0,,82,Reaumur,Reaumer,13.0,Mathematicians &cc Physicians,France,69.0,male,1969.0,C,https://en.wikipedia.org/wiki/Ren%C3%A9_Antoine_Ferchault_de_R%C3%A9aumur,1681.0,1757.0,case1
,,Reccared I,Crabb,"Succeeded his father Leuvigildus in 586, and died after a reign of fifteen years, leaving his son Leuva or Liuba II, to succeed him on the throne. His effigy, and that of the following prince, are given, as in the annexed figures.",,,,601.0,d.,98.0,,d.,,,147,Recared of Castile,Recared,20.0,Statesmen and Warriors,Spain,127.0,male,1970.0,D,https://en.wikipedia.org/wiki/Reccared_I,556.0,601.0,case2
,,,,,,,,456.0,d.,98.0,,d.,,,146,"Rechiarius, of the Suevi",Rechiarius,19.0,Statesmen and Warriors,,127.0,male,1971.0,D,https://en.wikipedia.org/wiki/Rechiar,411.0,456.0,case2
,,,,,,,,488.0,d.,98.0,,d.,,,153,Rechila of the Suevi,Rechila,26.0,Statesmen and Warriors,,127.0,male,1972.0,D,https://en.wikipedia.org/wiki/Rechila,443.0,488.0,case2
fl.,1554.0,Recorde (Robert),Watkins,"An English physician and mathematical writer, who died in the King's Bench Prison in 1558. He was the first to write on Algebra in our language.",,,,,,98.0,M,fl.,,,97,Record R.,Record,28.0,Mathematicians &cc Physicians,Great Britain,69.0,male,1973.0,A,https://en.wikipedia.org/wiki/Robert_Recorde,1524.0,1569.0,case3
,,Regino,Crabb,"A Benedictine, who died in 915, was the author of a Chronicle, published in the collection of German historians by Pistorius, 3 vols. fol. 1583, and also of a collection of canons, &c. Entitled ""De Disciplinis Ecclesiasticis, et de Religione Christiana.""",,,,908.0,d.,98.0,H,d.,,,19,Reginon,Reginon,19.0,Historians and Antiquaries Lawyers,Germany,0.0,male,1974.0,D,https://en.wikipedia.org/wiki/Regino_of_Pr%C3%BCm,863.0,908.0,case2
,,Regiomontanus,Watkins,"An astronomer, whose real name was Müller, was born at Königsberg in 1436. He studied at Vienna under Purbachius, whom he succeeded. He afterwards learned the Greek language from Theodore Gaza, by which means he was enabled to read Ptolemy and other mathematicians of antiquity. He visited several countries and received marks of distinction from sovereign princes, particularly Sixtus IV, who made him archbishop of Ravenna and employed him in reforming the calendar. He died there of the plague in 1476.",,,,1476.0,d.,98.0,M,d. (LL),40.0,,88,Regiomontanus,Regiomontanus,19.0,Mathematicians &cc Physicians,Germany,69.0,male,1975.0,C,https://en.wikipedia.org/wiki/Regiomontanus,1436.0,1476.0,case1
,,Lodbrog (Regner),Watkins,"King of Denmark, was a warrior, poet, and painter. He flourished in the 9th century. His poems are extant but considered as wild and fanatical.",,,,849.0,d.,98.0,,d.,,,140,Regner of Denmark,Regner D.,13.0,Statesmen and Warriors,Northern Crowns,127.0,male,1976.0,D,https://en.wikipedia.org/wiki/Ragnar_Lodbrok,804.0,849.0,case2
,,Regulus (Marcis Attilius),Watkins,"A Roman consul, who in 267 B.C. reduced the Salentins, and in his second consulate defeated Amilcar and Hanno in a naval engagement off the coast of Sicily. This victory was followed by another on land and the reduction of several places. The Carthaginians sued for peace, which was refused. Xanthippus, a Spartan commander, coming with a reinforcement to the Carthaginians, defeated Regulus, who was taken prisoner. The Carthaginians sent him envoy to Rome to propose terms of peace but on the condition of his return. Regulus advised the senate not to comply with the terms, for which the Carthaginians put him to a cruel death in 231 B.C. The senate gave his widow leave to avenge her husband's death on some illustrious Carthaginians, which she did with such barbarity as obliged them to stop her progress.",,,,-251.0,d. ab.,99.0,,d. ab.,,,143,Regulus,Regulus,16.0,Statesmen and Warriors,Italy,127.0,male,1977.0,E,https://en.wikipedia.org/wiki/Gaius_Atilius_Regulus_Serranus,-296.0,-251.0,case2
,,Rehoboam,Crabb,"Son and successor of Soloman, whose mother was Naamah, an Ammonitess, began to reign A.M. 3029, A.C. 975, and died after a reign of 17 years, during which the ten tribes formed a seperate kingdom under Jeroboam, the son of Nebat.",,,,-958.0,d.,99.0,,d.,,,139,Rehoboam,Rehoboam,12.0,Statesmen and Warriors,Turky in Asia,127.0,male,1978.0,D,https://en.wikipedia.org/wiki/Rehoboam,-1003.0,-958.0,case2
,,Rembrandt (Van Ryn),Watkins,"An eminent painter and engraver, was born at a village on the banks of the Rhine, near Leyden, in 1606. His paintings of historical subjects are the most rare. In the knowledge of the chiaroscuro he stands unrivaled, and his portraits have the force of nature; but the grounds are very dark, of which being once told, he said, ""I am a painter, not a dyer."" He also engraved numerous plates after his own designs. Rembrandt died at Amsterdam, according to some in 1668, but to others in 1674.",,,,1668.0,d.,99.0,Pa,d. (LL),62.0,,67,Rembrandt,Rembrandt,24.0,Artists Poets,,43.0,male,1979.0,C,https://en.wikipedia.org/wiki/Rembrandt,1606.0,1668.0,case1
,,Remi,Crabb,"A Benedictine of Auxerre in the ninth century, left, among other things, 'A Commentary on the Musical Treatise of Martianus Capella.'",,,,900.0,d.,99.0,D,d.,,,113,Remigius,Remigius,14.0,Divines and Metaphysicians &cc,France,99.0,male,1980.0,D,https://en.wikipedia.org/wiki/Remigius_of_Auxerre,855.0,900.0,case2
,,Reuchlin (John),Watkins,"A learned German, was born at Pforzheim in 1155. His name signifying smoke in his native language, he altered it to the corresponding Greek word Kapnion, but he is generally known by the former. He acquired a great knowledge of the Latin, Greek, and Hebrew languages. After teaching with reputation at Orleans, he was employed on state matters by some of the German princes. He died at Ingolstadt in 1522. He wrote De Arte Cabalistica, folio, 1517; and the famous Epistolae obscurorum virorum have been attributed to him, but not on sufficient grounds.",,,Moreri,1521.0,d.,99.0,Cr,d. (LL),67.0,,33,Reuchlin,Reuchlin,11.0,Orators and Critics &cc,Germany,22.0,male,1981.0,C,https://en.wikipedia.org/wiki/Johann_Reuchlin,1454.0,1521.0,case1
fl.,959.0,Rhazis,Watkins,"An Arabian physician of great learning and experience, who died about 935. He was the first who wrote on the smallpox, which treatise was translated and published by Dr. Mead. All his works were printed in folio 1548.",,,,,,99.0,Ph,fl.,,,71,Rhazes,Rhazes,2.0,Mathematicians &cc Physicians,Persia,69.0,male,1982.0,A,https://en.wikipedia.org/wiki/Muhammad_ibn_Zakariya_al-Razi,929.0,974.0,case3
fl.,-530.0,,,,,,,,,99.0,St,fl.,,,63,Rhoecus,Rhoecus,20.0,Artists Poets,,43.0,male,1983.0,A,https://en.wikipedia.org/wiki/Rhoecus,-560.0,-515.0,case3
fl.,980.0,,,,,,,,,99.0,P,fl.,,,51,Rhoswita,Rhoswita,8.0,Artists Poets,Germany,43.0,female,1984.0,A,https://en.wikipedia.org/wiki/Hrotsvitha,950.0,995.0,case3
,,Riccioli (John Baptist),Watkins,"A Jesuit, was born at Ferrara in 1598. He became professor of divinity at Parma and Bologna, but he is known chiefly by his mathematical works, which are: 1. Geographiae et Hydrographiae, lib. xii. 1672; 2. Chronologia Reformata, folio; 3. Astronomia Vetus, 2 vols. folio; 4. Astronomia Reformata, folio. He died in 1671.",,,Moreri,1671.0,d.,99.0,M,d. (LL),73.0,,87,Ricciolus,Ricciolus,18.0,Mathematicians &cc Physicians,Italy,69.0,male,1985.0,C,https://en.wikipedia.org/wiki/Giovanni_Battista_Riccioli,1598.0,1671.0,case1
,,,,,,,,1270.0,d.,99.0,,d.,,,146,"Richard, Earl of Cornwal",Richard C.,19.0,Statesmen and Warriors,Great Britain,127.0,male,1986.0,D,https://en.wikipedia.org/wiki/Richard_of_Cornwall,1225.0,1270.0,case2
,,Richardson (Samuel),Watkins,"A printer and ingenious writer, was born in Derbyshire in 1689. His education was confined, and in 1706 he was bound apprentice to Mr. Wilde, of Stationers' Hall, and after the expiration of his time, he worked as compositor and corrector of the press for some years. At length, he took up his freedom and set up business for himself, first in a court in Fleet Street, and afterwards in Salisbury Square. He became one of the principals in his profession, and by the interest of Mr. Onslow, Speaker of the House of Commons, obtained the printing of the Journals of that house. In 1754, he was chosen master of the Stationers' Company, and in 1760 purchased a moiety of the patent of law printer to the king. In 1740, he published his Pamela, a novel which had uncommon success and encouraged the author to proceed in the same career. His next performance was Clarissa Harlowe, which is esteemed his masterpiece, though his novel of Sir Charles Grandison possesses great beauties. Besides these works, which have a fine moral tendency, Mr. Richardson published a volume of Familiar Letters for the use of young people; an edition of Aesop's Fables, with Reflections; and a paper in the Rambler. His correspondence with persons of eminence was published in 1804, with his life by Mrs. Barbauld, from whence this is taken. Richardson possessed an amiable and friendly disposition and had a strong sense of religion. He died in 1761.",,,,1761.0,d.,99.0,Bel,d. (LL),73.0,,33,"Richardson, Samuel",Richardson,11.0,Orators and Critics &cc,Great Britain,22.0,male,1987.0,C,https://en.wikipedia.org/wiki/Samuel_Richardson,1688.0,1761.0,case1
,,Richard of St. Victor,Aikin,"A celebrated divine and Scripture commentator in the 12th century, was a native of Scotland, who went to pursue his studies at the University of Paris. Here he entered among the canons-regular of St. Augustine, at the abbey of St. Victor, and became a pupil of the famous Hugh, who, like him, derived his surname from the same house. Under this master, he assiduously studied the several branches of science, as far as they were then known, particularly theological and biblical literature, and he acquired great reputation by his proficiency, as well as the friendship of the most eminent men in that seat of learning. According to Cave, his fame as a writer commenced about the year 1150. In 1164, he was elected prior of his monastery; where he died in the year 1173, equally respected for his virtues as for his learned attainments. Concerning his merits as a writer, Dupin observes that ""he shows a great deal of subtlety in his theological treatises and argues methodically, with an exactness becoming an able logician. His critical pieces are very accurate, for the time in which he lived. His style, however, is not very elevated; on which account his pious treatises, though abounding in excellent matter, are greatly deficient in weight and energy."" His works consist of critical observations and remarks on some of the historical parts of the Old Testament, relating to the tabernacle and the temple of Solomon; allegorical and moral Commentaries on several of the Psalms, the Song of Songs, and the Apocalypse; questions on certain difficult passages of St. Paul's epistles, and other parts of the Bible, part of which is printed among the works of Hugh of St. Victor; and numerous critical, doctrinal, and practical treatises, which are particularized in the two first of our authorities. The whole of them have been frequently printed in a collective form, and the best edition is said to be that of Rouen, in 1650, in 2 vols. folio.",,,,1173.0,d.,99.0,D,d.,,,119,Richardus Scotus,Ricardus Sc.,20.0,Divines and Metaphysicians &cc,France,99.0,male,1988.0,D,https://en.wikipedia.org/wiki/Richard_of_Saint_Victor,1128.0,1173.0,case2
,,Richelieu (Armand Du Pleffis de),Watkins,"A celebrated cardinal and statesman, was born of a distinguished family at Paris in 1585. After completing his studies at the Sorbonne, he went to Rome, and in 1607 was made bishop of Luçon. On his return to France, he advanced himself into favor by an insinuating address, and for his eloquence was appointed almoner to Mary de Medici, by whose favor, in 1616, he obtained the appointment of secretary of state; but the death of his friend the marshal D'Ancre occasioned his temporary disgrace, on which he went to Avignon, but Louis XIII. recalled him to the ministry, and he soon took the lead in the management of public affairs. Having a great hatred for the Protestants, he pressed the siege of Rochelle in person, and by his vigorous efforts compelled it to surrender in 1628. After reducing this important place, he marched against the Huguenots in other provinces, and by his promptitude and skill restored tranquility to the kingdom. He next commanded the army in Italy against the Austrians, where he was unsuccessful. He was again in disgrace for some time, but at length recovered the royal favor, which he enjoyed during the remainder of his life. Gregory XV. made him a cardinal, and he was also created a duke and peer of France. Notwithstanding his ambition and cruelty, he had great qualities. He founded the French Academy; established the royal botanical garden, and was a liberal patron of men of letters. He died in 1642. His works are: 1. The Political Testament, 2 vols. 8vo.; 2. Method of Controversies concerning Points of Faith; 3. Defence of the Catholic Faith; 4. Christian Introduction; 5. Perfection of a Christian; 6. A Journal, which is very curious; 7. Letters, Relations, &c.",,,,1642.0,d.,99.0,,d. (LL),57.0,,142,Richlieu,Richlieu,15.0,Statesmen and Warriors,France,127.0,male,1989.0,C,https://en.wikipedia.org/wiki/Cardinal_Richelieu,1585.0,1642.0,case1
