ALTERNATE_ID,ALTERNATE_NAME,BIO,Biography source,SOURCE,PDF_page_#
11,"PALESTRINA, GIOVANNI PIERLUIGI DA","A very eminent composer of church-music, was born in 1529, at Palestrina in Italy, the ancient Praeneste. His instructor in the musical science is said to have been one Gaudio Mell, a Fleming, in which name some have recognized Claude Gondimel, a musician of Franche Comté; but the identity of these is a point of uncertainty. Of Giovanni's early life nothing is known; but it appears, that in 1555 he was admitted into the pope's chapel in Rome. He had already formed that simple, grave, and noble style for which he became so famous; for we are told that the pope and conclave having been scandalized at the light and injudicious manner in which the mass had been usually set and performed, had determined to banish music in parts entirely from the church; but that Palestrina, at the age of twenty-six, during the pontificate of Marcellus Cervinus, interceded with his holiness to suspend the sentence till he should have heard a mass composed in a different style. Accordingly, at Easter 1555, he presented before the pope and cardinals his celebrated composition, entitled, ""Missa Papae Marcelli,"" which was heard by them with so much pleasure and admiration, that music in divine service was restored to favour. In 1562 Palestrina was elected chapel-master to the church of Santa Maria-Maggiore; and in 1571 was appointed to the same office at St. Peter's. He opened a school of music at Rome in conjunction with his friend and fellow-pupil Gio. Maria Nanino, and greatly contributed to establish the superior reputation of the Italian musicians. He died in 1594, and was interred at St. Peter's, whither his funeral was attended by all the musicians at Rome, and a great concourse of other persons. His own composition, ""Libera nos Domine,"" was performed on the occasion. No musician has been mentioned with more honour by writers on the same science than Palestrina, who was undoubtedly a great and original genius. Although the inventions of fugue, canon, and other elaborate compositions, have been banished from dramatic music, they have been retained in the church, on account of their gravity and solemnity; and this composer, by his fine taste and admirable skill in harmony, brought choral music to a degree of perfection that, (says Dr. Burney,) has never been exceeded. The best church compositions since his time, have, indeed, been proverbially called alla Palestrina, as professedly imitations of his manner. His works were numerous, and most of them are still extant. The principal of them are masses and motels.",Aikin,Hawkin's and Burny's Histories of Music. - A.,4583
12,PHILOSTRATUS,"a Greek sophist, was a native probably of Lemnos, though he is also called an Athenian and a Tyrian. He came to Rome in the reign of Severus, about the year 200, and was employed by the Empress Julia to compile a life of the famous philosopher Apollonius of Tyana. In the article of that extraordinary man some account is given of this work, which is written in the declamatory style of a rhetorician, and totally without judgment, abounding with marvellous and absurd tales. It, however, conferred celebrity on the author, and has survived to modern times. Philostratus also wrote a work entitled ""Icones,"" being a collection of descriptions, in a florid but pure and elegant style. A nephew of this writer, also named Philostratus, who lived in the time of Heliogabalus, was the author of lives of the sophists, now extant. The best edition of the works of Philostratus is that of Gothofr.",Aikin,"Olearius, Gr. Lat. Lips. 1709. Vossii Hist. Gr. Bibliogr. Dict. - A.",4882
13,THEODORUS,"an ecclesiastical historian and reader in the great church at Constantinople, on which account he was styled Anagnostes, flourished about the year 525. He made an extract from the ecclesiastical histories of Socrates, Sozomen and Theodoret, in two books, which is still in manuscript; and afterwards continued the history of the church, in two more books, from the latter period of Theodosius the Younger to the time of the Emperor Justinian. These two books have been lost, and nothing of them remains but extracts, which were collected, together with some other fragments of the same writer, by Henry Valois, and published under the following title: ""Excerpta ex ecclesiastica Historia Theodori Lectoris et Fragmenta alia: Henrico Valesio interprete, cum ejusdem et aliorum Annotationibus,"" printed with Reading's edition of the Ecclesiastical History of Theodoret, Cambridge, 1720, fol.",Aikin,Hamberger's Zuverlässige Nachrichten von den vornehmsten Schriftstellern vom anfange der Welt bis 1500. - J.,5823
14,THEODORUS PRODROMUS,"or, as he is called, Cyrus Theodorus Predromus, and, in some manuscripts, Ptochoprodromus, a Greek monk, flourished at Constantinople about the beginning of the twelfth century. He was descended from a respectable family, and speaks of his having a bishop as his maternal uncle. It appears by his numerous works, the greater part of which are still in manuscript, that he was a man of considerable learning, and possessed a genius for poetry, which led him to cultivate the muses; but in his poetical attempts he does not seem to have been very successful. It appears also that he had some connection with the orphan-house at Constantinople, in which, in all probability, he was a teacher; but if we may judge from some of his verses he lived in a state of great poverty. He was the author of various works, written between the years 1118 and 1143, of which several are contained in a collection entitled, ""Theodori Prodromi Epigrammata ut vetustissima ita piissima, quibus omnia utriusque Testamenti Capita felicissime comprehenduntur, cum aliis nonullis,"" Basiliae, 1536. 8vo. Of some others the following editions have been printed: "" Rhodanthes et Dosiclis Amorum, Libri IX. Graece et Latine Interprete Gilb. Gaulmino;"" Paris, 1625, 8vo. ; "" Dialogus Amarantus, sive Senilis Amor, interprete Gilb. Gaulmino;"" printed with the preceding; ""Dissertatio de Sapientia, F. Morellus Graeca, ex Bibliotheca regia deprompta, recensuit, edidit, Latine vertit, notisque illustravit,"" Lut. 1608, 8vo.; ""Epistolae XIV. Graece, cum versione Itala, P. Lazeri S. I. ex Latina anonymi et varietate lectionis. In Miscellan. ex manuscriptis Libris Bib. Collegii Romani Soc. Jesu,"" Romae, 1754, Tom. I.; Epistolae tres Graece, ibid, Tom. II.""",Aikin,Jöcher's Allgem. Gelehrt. Lexicon. Hamberger's Zuverlässige Nachrichten von den vornehmsten Schriftstellern vom anfange der Welt bis 1500. - J,5823
15,THEODOSIUS,"an ancient mathematician, a native of Tripoli in Africa, flourished, in all probability, about the second or third century. He applied chiefly to those parts of the mathematics which relate to the doctrine of the sphere, and on that subject wrote three books, the first containing twenty-two propositions; the second twenty-three, and the third fourteen, all demonstrated in the pure geometrical manner of the ancients. The author's object in this work was to establish the geometrical principles of astronomy, and to explain the different phenomena of which it treats. With this view he did what Euclid had done in regard to the elements of geometry. He collected into one body the different propositions discovered before his time by astronomers and geometricians, for there is great reason to suppose that the theory was then little known, and understood only in an imperfect manner. These books were much used by Ptolemy, as well as by succeeding writers, and were translated by the Arabians into their own language from the original Greek. From the Arabic, the work was again, translated into Latin, and printed at Venice; but the Arabic version being very defective, a more complete edition was published in Greek and Latin at Paris in 1556, 4to., by John Pena, regius professor of astronomy. The works of Theodosius were commented on and illustrated also by Clavius, Hologanius and Guarinus; and by De Chales in his Cursus Mathematicus. But the edition of Theodosius's Spherics, now chiefly used is that of the learned Dr. Barrow, published in the year 1675, illustrated and demonstrated in a new and concise method. From this author's account, Theodosius appears not only to have been a great master in the more difficult parts of geometry, but the first considerable author of antiquity who wrote upon the same subject. He was the author also of two other treatises; one entitled ""De Habitationibus,"" and the other ""De Diebus et Noctibus,"" which contain geometrical demonstrations of the phenomena that must appear to the inhabitants of different parts of the earth. Greek copies of these were preserved in the King's library at Paris, and a Latin edition of them was published by Peter Dasypodius in 1572. ",Aikin,"Jöcher's Allgem. Gelehrt. Lexicon, Hutton's Mathematical Dictionary. Montucla, Histoire des Mathematiques. Weidleri Historia Astronomiae. - J.",5828
16,Theseus,"A celebrated hero in the semifabulous ages of Greece, is placed by chronologers in the 13th century B.C.. Amidst the fables in which his history is enveloped, the following narrative may approach the nearest to credibility. He was the son of Aegeus King of Athens, who having no legitimate children, appears to have had a secret connection with Aethra, daughter of Pittheus, King of Troezern, when he was paying a visit to that prince. On his departure, he left a sword and other tokens, directing Aethra, that if the child of which she was pregnant should prove a male, he should at a proper age be sent to Athens with these tokens, that he might be recognized. Young Theseus, on growing up, displayed a courageous spirit in a vigorous frame ; and when he had acquired strength sufficient to lift a great stone under which the tokens were placed, they were given to him, and the secret of his parentage was revealed to him. His mother and grandfather advised him to proceed to Athens by sea, in order to avoid the dangers by land through a country overrun by robbers; but these hazards only stimulated his enterprizing disposition. In his journey he met with several adventures which have been related by poets and fabulists, in all of which he came off victorious. He arrived at Athens, where he found the court of Aegeus agitated by dissensions. The sons of Pallas, the King's brother, who were numerous and powerful, were impatient under the rule of a childless old man, and in the apprehension that he would adopt this valiant stranger for his heir, they endeavoured to fill his mind with suspicions of him. They were so successful, that Aegeus had prepared poison for him, when he was discovered to his father by means of his tokens, and the consequence was a revolt of the Pallantides, which Theseus suppressed. At this time Athens was under the obligation of paying a tribute at stated periods of seven youths and virgins to Minos, King of Crete, as a penalty for the death of his son Androgeus, who was supposed to have been killed by the Athenians. These young persons are fabulously said to have been destined for victims to a monster called the Minotaur, confined in a labyrinth; but the Cretans affirm that they were given as prizes to the victors in certain games celebrated in honour of Androgeus. Whatever were their fate, the exacted tribute filled the principal families of Athens with mourning; and Theseus was resolved upon an attempt to free the city from such a disgraceful imposition. Causing himself to be enrolled among the victims, he was conveyed to Crete; where, as the story relates, he slew the Minotaur, and escaped from the labyrinth by means of a clue furnished by the King's daughter, Ariadne; but, according to the more probable narration, he vanquished at the games the royal champion, Taurus, and through the admiration excited by his valour obtained a remission of the tribute, with Ariadne for a wife. Returning to Athens, he succeeded to the crown on the death of Aegeus, when, taking example from what he had observed in Crete, then the most civilized and flourishing of the Grecian states, he consolidated the twelve towns of Attica, founded by Cecrops, into one government, of which Athens was the head, and gave the nation a constitution, by which the legislative power was placed in a general assembly of the people divided into three classes, the nobles, artisans, and agriculturists, and Theseus himself was made protector of the laws, with the supreme command of the armed force. He also built the Prytaneum, or council- hall, instituted an annual festival in commemoration of the union, enlarged the capital, and invited strangers to it, annexed to the state the territory of Megara, which came to him as heir to his grandfather Pandion, and erected a column on the isthmus of Corinth to mark the limits between Attica and Peloponnesus, near which he renewed the Isthmian games. If the account of these transactions be correct, Theseus deserves to be regarded as one of the most enlightened and meritorious of political legislators, and particularly to be celebrated as almost the only sovereign upon record who established a constitution essentially limiting the royal power to which he had a hereditary claim. These pacific triumphs, however, were not sufficient to fill a mind fired with the passion for adventure, and stimulated with the fame acquired by his great contemporary, Hercules. He quitted his throne, and sometimes in company with that hero, sometimes with Pirithous, son of Ixion, King of Thessaly, whom he had converted from an invader to a sworn friend, he undertook a variety of daring enterprizes, the relation of which is evidently mingled with a mass of fable, from which it is impossible to sift out the truth. He is said to have conquered certain Amazons on the banks of the Thermodon in Asia, a queen of whom he took to wife; to have aided Pirithous in overcoming the Centaurs in Thessaly; and with his assistance to have stolen away from Sparta the famed Helen, then a young girl; and afterwards to have joined the same friend in a similar attempt on Proserpina, the daughter of Aidoneus, King of the Molossians, in which Pirithous lost his life, and Theseus underwent an imprisonment, from which he was liberated through the intercession of Hercules. Returning from these extravagant expeditions, which exhibit him rather as a knight-errant of romance, than a sage legislator, he found his kingdom and family in confusion. Castor and Pollux, the brothers of Helen, ravaged Attica in resentment of the insult offered to her. His Queen, Phaedra, falling in love with Hippolytus, his son by the Amazon, and being rejected, calumniated him to his father, which was the occasion of the young man's death in a manner that has furnished a subject for the tragic stage. Mnestheus, the son of Peteus, and descended from Erectheus a former king of Athens, ingratiated himself with the principal citizens, and fomented discontents with the conduct of Theseus; who at length, finding that he had lost the attachment of the Athenians, quitted the city with imprecations, designing to repair to Deucalion, son of Minos, now reigning in Crete. In his passage thither he was driven by a storm to the isle of Scyros, where he was kindly received by the King, Lycomedes; but he soon after lost his life by a fall from a rock, either accidentally, or through the treachery of his host. The Athenians in after-times losing their resentment against him, only regarded him as a hero and benefactor; and Cimon the son of Miltiades, having conveyed his supposed bones to Athens in consequence of the injunction of an oracle, a magnificent temple was erected over them, which was made an asylum for the unfortunate. Its remains still subsist as one of the noblest relics of ancient art in that renowned capital.",Aikin,Plutarch Vit. Thesei. Univers. Hist. Voy. de Jeune Anacharsis. - A.,5837
17,Thrasea Paetus,"THRASEA
P^ETUS, a Roman senator of distinguished virtue and patriotism, to which he fell a sacrifice in the reign of Nero, was a native of Padua. He was brought up in the tenets of Stoicism, and was a warm admirer of the character of Cato of Utica, of whom he composed the life. His morals were austere with respect to himself, but indulgent towards others. Pliny, in one of his epistles, urging the maxim that we should be rigorous in passing judgment on ourselves, but lenient to the failings of others, cites a sentence of Thrasea, whom he calls "" the mildest of men,"" that "" he who hates vices, hates men."" Thrasea married Arria, the daughter of the famed Arria, wife of Csecina Psetus ; and he gave his own daughter' to Helvidius Priscus, the emulator of his virtues. In his senatorial ca- 12 pacify he was a courageous asserter of all the liberty that yet remained under imperial despotism, and was of course exposed to the obloquy of all the sycophants of power. Nero himself, however, could not forbear to do justice to his integrity; and a short time before he put him to death, hearing a person accusing him of having given an unjust sentence in his case, "" I wish (said he) I were as well convinced that Thrasea loved me, as that he is an excellent judge."" Tacitus relates several interesting particulars of his conduct in the senate. When a motion was made in that assembly for permitting the LSyracusans to exceed the prescribed number of gladiators in the public spectacles, Thrasea opposed it; and some contumelious remarks being made upon his stooping to such trifling subjects of animadversion, he gave as a reason to his friends, that he had in view the honour of the senators, by making it apparent that they would not neglect great matters if brought before them, since they did not let small ones pass without notice. After Nero had committed the detestable crime of matricide, when the servile senate were decreeing solemn thanksgivings and annual festivals to commemorate the event, Thrasea, who, we are told, had been accustomed to suffer other adulations to pass in silence or with a slight assent, marked the profligacy of these motions by walking out of the senate-house ; thus openly exposing his life to a danger which he contemned ; for, conformably to the Stoic principles, he was used to say, "" Nero may kill me, but he cannot hurt me."" He displayed equal courage in the case of Antistius the pretor, who was convicted of publishing satirical verses against the emperor. Being impeached of treason before the senate on that account, Junius Marullus, the consul elect, moved that he should be put to death more majorum, a cruel and infamous mode of execution then obsolete. Thrasea thereupon rose, and after observing that under a clement prince, and whilst the senate lay under no particular necessity, it was not to be considered what was the utmost which the culprit deserved to suffer, he said, there were punishments appointed by the laws which might be awarded without the imputation of cruelty, or inflicting a stigma on the times ; and he proposed confiscation of his effects, and banishment to an island. The freedom of Thrasea broke through 'the slavery of the other senators ; and a division taking place, his opinion was supported by the whole body, with the exception of a few abandoned sycophants. The consuls, however, would not venture to carry the decree into effect without consulting Nero, who, in a reply which manifestly showed his displeasure, gave them permission to determine as they should think proper. Thrasea persisting in his motion, and the majority not choosing to recal their votes, the decree was confirmed. His political sagacity and zeal for the public good were displayed on the following occasion. A powerful Cretan was delated to the senate for various crimes, one of which was, that he had asserted it to be within his own determination, whether or not thanks should be voted to the proconsuls sent to the government of Crete. Thrasea, after giving his opinion on this individual's delinquency, made a speech in which he proposed to check the growing pride of the provincials, and their influence in the senate, by suppressing their expressions of praise to their governors, which was often false, and obtained by improper compliances ; still allowing them the full privilege of accusation when they had been injuriously treated. This proposition was heard with general assent, and a decree of the senate was afterwards made on the subject. But hatred to this excellent man rankled in the breast of the imperial tyrant ; and he gave an open declaration of his displeasure by forbidding him alone, of all the senators, to pay his respects at Antium on the delivery of Poppsea. Being, however, practised in dissimulation, Nero boasted to Seneca that he was reconciled to Thrasea, and was complimented by Seneca on the occasion a presage of approaching danger to both of them ! In the year 66, the 131(1 of Nero, the tyrant, having imbrued his hands in the blood of many of the most illustrious Romans, now resolved, says Tacitus, to extirpate virtue itself by the destruction of Thrasea Psetus and Bareas Soranus. An accusation was therefore brought against Thrasea by Capito Cossutianus, an infamous delator, and his personal enemy, consisting of several facts, the sum of which went to show his contempt of the base adulation of the senate, and his displeasure with the vices and enormities of the reign. From one charge it appears that during the past three years he had not entered the doors of the senate-house. The accuser employed one comparison which conveyed a high eulogy on the culprit, though invidiously applied. "" As formerly (said he) the city in its party dissensions spoke of Cassar and Cato, so now it speaks of Nero and Thrasea."" Tiridatcs King of Armenia, at this time making his entrance into Rome, and Nero returning  from Campania, the city poured forth to meet the two princes. Thrasea received a command not to show himself on this occasion ; but not dispirited by this proof of resentment, he sent a memorial to the emperor, desiring that he might have an opportunity of knowing and refuting the charges against him. Nero ordered the senate to be convoked, when Thrasea consulted his friends whether he ought to attempt a defence before it, or wait at home for his sentence. Different opinions were given, and Thrasea left the determination to his farther reflexions. On the next day the access to the senate-house was beset by two pretorian cohorts under arms. When the court was assembled, the accusers opened their attack, and Cossutianus was followed by Marcellus Eprius, a man of violent and fervid eloquence, who spoke with great acrimony against Thrasea. No defence was made ; apparently, lest by his usual boldness of speaking he might excite the emperor's resentment against his family. It was besides manifest that his fate was decided. The conclusion was, that he and Soranus had the choice of their mode of death granted them. Thrasea was in his gardens surrounded by a number of illustrious persons of both sexes, and attentively listening to Demetrius, a Cynic philosopher, who was discoursing on the nature of the soul, and its separation from the body, when the determination of the senate was announced to him. Thrasea desired the company immediately to retire, lest they should expose themselves to join their fate with his. His wife, who wished to follow her mother's example, and die with her husband, was admonished by him not to rob their daughter of her only support, but to live for her sake. He then went forth into the portico to attend the consul's questor, and gave marks of joy on learning that his son-in-law Helviclius, who had shared in the danger, was only banished from Italy. Receiving the decree of the senate, he took Demetrius and Helvidius with him into his bed-chamber5 and laying bare the veins of both arms, he sprinkled the first blood that flowed, upon the ground, and calling the questor, said, Let us make a libation to Jupiter the Deliverer, Look on, young man ; and may the gods avert the omen ; but you are born at a time in which it is proper to strengthen the mind by examples of fortitude."" He then addressed the philosopher Demetrius; but the manuscript of Tacitus fails us just in the midst of this most interesting scene. Enough, however, has survived to transmit the name of Thrasea among the noblest characters of antiquity. ",Aikin,Taciti Annal. Suetonius. Dio Cass. Plinii Epist. - A.,5852
18,Erectheus,"king of Athens, is reckoned the sixth from Cecrops, and is supposed to have succeeded his father Pandion about 1399 B.C. He was the most powerful Grecian prince of his time. Among his children was a daughter, Orithyia, who is fabled to have been forcibly carried away by the wind Boreas, which is with probability interpreted to refer to her rape by a Thracian king. In his reign the Athenians were instructed by a stranger in the cultivation of corn, whence Ceres is said to have visited Athens at that period. Erectheus, after a reign of fifty years, was slain in a battle against the Eleusians. ",Aikin,Univers. Hist. Moreri. - A.,1924
19,William of Wykeham,"The illustrious founder of New College, Oxford, was born in 1324 at Wykeham, in Hampshire, educated at Winchester School, and being recommended to the notice of Edward III, was appointed in 1356 cleak of the king's works at the Castle of Windsor. After various other preferments, ecclesiastical and civil, conferred by the favour of the king, he was made Keeper of the Privy Seal in 1364; soon after Secretary to the King; Chief of the Privy Council, and Governor of the Grand Council. In 1366, he was promoted to the see of Winchester, after which he was constituted Chancellor of England, which last office he was deprived of through court intrigues, at the close of Edwards reign, but was reinstated in it on the accession of Richard. He, however, resigned the great seal in 1391, and died in 1404. In 1373 he began his preparatory school at Winchester, which was to be the nursery for his college; the foundation stone of which latter was laid in 1380, and completed in six years, as was also the school, form the time of its commencement. The design of this establishment, which surpasses all the rest in magnificence, is to provide a perpetual maintenance and instruction for 200 scholars, from the lowest class of grammatical learning, to the highest degree in the several faculties.",Crabb,Hist. Vide Plate XII,"666, Vol 2"
20,"Windichind, or Witikind","a German historian of the tenth century, was a Benedictine monk of the monastery of Corbie, in Saxony. He had the direction of the school in that seminary, and brought up a number of disciples, who were distinguished for their attainments at that period. He wrote a History of the Saxons, in three books, comprehending the actions of the Emperor Otho I. and terminating at his death in 973. It is dedicated to Queen Mathildis, daughter of that emperor, and was first printed at Basil, in 1532. An edition was given by Meibomius, with notes and dissertations, in a collection of historical works, Frankf 1621, reprinted with the ""Scriptores Rerum Germanarum,"" Helmstadt, 1688. To the same writer are ascribed a relation in verse of the martyrdom of St. Theela, and a life of Paul the Hermit, both of them lost.",Aikin,Vossii Hist. Lat. Dupin. A.,6238
21,Zamolxis,"A celebrated person among the Scythians, is reported to have been the slave of Pythagoras, and to have accompanied his master into Egypt, where he was manumitted, and whence he carried his doctrine to his countrymen, the Getes. It is added, that having disclosed the immortality of the soul to this people, in order to give them evidence of its truth, he dug a subterraneous apartment, in which he concealed himself three years, and then re-appearing as from the dead, fully established his authority as a teacher. Herodotus, however, who relates this story, seems to give it little credit, and professes his belief that Zamolxis lived long before Pythagoras. The truth seems to be, that he was a Thracian, who at a remote period inculcated the doctrine of the immortality of the soul among the Scythians, and was after his death regarded by them as a divinity, with whom they were to dwell in the invisible world. The same historian says, that on certain festal days they chose by lot several persons, who were to be sent as messengers to Zamolxis, and whom they put to death, by throwing them up in the air, and catching them on the points of their spears; a circumstance not improbable among a barbarous people, who are known to have practised human sacrifices.",Aikin,Herodot. Brucker. - A.,6283
