place_name,index_section,index_text,placeID
Castile,Spain,"This country was, in early times, divided into a great number of petty states. Before the time of Cyrus (perhaps about 530 B.C.) the Carthaginians had settled themselves in the southern parts of Spain, where they built Gades, now called Cadiz. After the first Punic War in 235, the Carthaginians continued their conquests under Asdrubal, and under Hannibal in 209; but the Romans dispossessed them of all that they held in this country about 206. In 144 Numantia surrendered, and in 16 B.C. Cantabria was finally reduced by Agrippa; upon which the Romans were masters of the whole country. Athaulsus, the son of Alaric, was the first Goth who settled in Spain, being driven from Gaul by other northern nations in 415. In 404(?) the Vandals, Alans, and Suevi settled in this country, the Romans still maintaining their ground in Tarracco, and its neighbourhood. In 428 the Vandals quitted Spain, and went into Africa, the Suevi taking possession of most of their provinces, and the Romans of the rest. In 585 the Suevi were expelled by the Goths, here called Visigoths, and in 568 the Romans were finally expelled by them.
From this time the Goths held possession of all Spain, till the reign of Rothric in 711, when the  Saracens from Africa invaded Spain, under the command of Muza, and in ten months overran the whole country. About 1025 the Saracens in Spain were divided into separate kingdoms; in 1091 they were conquered by the Almoravides from Africa; and in 1140 the Almoravides were conquered by the Almohedes. In 1219 this empire of the Saracens was subdivided again; for as several governors of provinces revolted from Zeit Arax, the son and successor of Mohammed, in Africa, those in Spain followed their example, and accordingly Aben-hut, who was descended from the kings of Saragossa, possessed himself of the kingdom of Murcia, and the best part of Andalusia; Mohammed Ben Abdalla seized Boeza, and the country round it; and the kingdom of Valentia was all that remained to Abuzeit the brother of Mohammed Enazor.
In 718 Don Pelayo began to recover part of Spain from the Saracens. He reigned in Biscay and the Asturies. In 984 Don Bermudo II. of this race, was acknowledged king of Oviedo and Leon, upon a victory he gained over the Moors; but in 1037 this kingdom fell to that of Castile, its prince having invaded that country, and being killed in battle. (The counts of Castile had revolted from the kings of Oviedo about 922, and soon after became kings.) In 1080 the Moorish kingdom of Toledo was conquered, and that city became the capital of the kingdom of Castile. In 1234 these princes took Cordoua from the Moors; in 1248 they took Seville, and in 1266 they took Murcia. After many wars and mutual conquests, this kingdom of Castile, was finally united to that of Arragon by the marriage of Isabella queen of Castile to Don Ferdinand king of Arragon in 1479. In 1491 Ferdinand reduced Granada; and in 1511 he conquered Navarre, whereby an end was put to the dominion of the Moors in Spain. In 716 the kingdom of Navarre commenced, in the person of Garcia Ximines, and was greatly enlarged by conquest, till it afterwards comprehended Arragon.
In 1035 Arragon was erected into a kingdom by Sancho the Great, king of Navarre, in favour of his son Ramiro. In 1076 his son succeeded to the kingdom of Navarre; but in 1133, after a great defeat, and the death of the king, the kingdoms of Arragon and Navarre separated, and chose different kings. In 1240 the kings of Arragon conquered Valentia from the Moors.",16.09
Leon and Asturias,Spain,"This country was, in early times, divided into a great number of petty states. Before the time of Cyrus (perhaps about 530 B.C.) the Carthaginians had settled themselves in the southern parts of Spain, where they built Gades, now called Cadiz. After the first Punic War in 235, the Carthaginians continued their conquests under Asdrubal, and under Hannibal in 209; but the Romans dispossessed them of all that they held in this country about 206. In 144 Numantia surrendered, and in 16 B.C. Cantabria was finally reduced by Agrippa; upon which the Romans were masters of the whole country. Athaulsus, the son of Alaric, was the first Goth who settled in Spain, being driven from Gaul by other northern nations in 415. In 404(?) the Vandals, Alans, and Suevi settled in this country, the Romans still maintaining their ground in Tarracco, and its neighbourhood. In 428 the Vandals quitted Spain, and went into Africa, the Suevi taking possession of most of their provinces, and the Romans of the rest. In 585 the Suevi were expelled by the Goths, here called Visigoths, and in 568 the Romans were finally expelled by them.
From this time the Goths held possession of all Spain, till the reign of Rothric in 711, when the  Saracens from Africa invaded Spain, under the command of Muza, and in ten months overran the whole country. About 1025 the Saracens in Spain were divided into separate kingdoms; in 1091 they were conquered by the Almoravides from Africa; and in 1140 the Almoravides were conquered by the Almohedes. In 1219 this empire of the Saracens was subdivided again; for as several governors of provinces revolted from Zeit Arax, the son and successor of Mohammed, in Africa, those in Spain followed their example, and accordingly Aben-hut, who was descended from the kings of Saragossa, possessed himself of the kingdom of Murcia, and the best part of Andalusia; Mohammed Ben Abdalla seized Boeza, and the country round it; and the kingdom of Valentia was all that remained to Abuzeit the brother of Mohammed Enazor.
In 718 Don Pelayo began to recover part of Spain from the Saracens. He reigned in Biscay and the Asturies. In 984 Don Bermudo II. of this race, was acknowledged king of Oviedo and Leon, upon a victory he gained over the Moors; but in 1037 this kingdom fell to that of Castile, its prince having invaded that country, and being killed in battle. (The counts of Castile had revolted from the kings of Oviedo about 922, and soon after became kings.) In 1080 the Moorish kingdom of Toledo was conquered, and that city became the capital of the kingdom of Castile. In 1234 these princes took Cordoua from the Moors; in 1248 they took Seville, and in 1266 they took Murcia. After many wars and mutual conquests, this kingdom of Castile, was finally united to that of Arragon by the marriage of Isabella queen of Castile to Don Ferdinand king of Arragon in 1479. In 1491 Ferdinand reduced Granada; and in 1511 he conquered Navarre, whereby an end was put to the dominion of the Moors in Spain. In 716 the kingdom of Navarre commenced, in the person of Garcia Ximines, and was greatly enlarged by conquest, till it afterwards comprehended Arragon.
In 1035 Arragon was erected into a kingdom by Sancho the Great, king of Navarre, in favour of his son Ramiro. In 1076 his son succeeded to the kingdom of Navarre; but in 1133, after a great defeat, and the death of the king, the kingdoms of Arragon and Navarre separated, and chose different kings. In 1240 the kings of Arragon conquered Valentia from the Moors.",16.1
Portugal,Portugal,"The ancient inhabitants of this country were called Lusitani. They submitted to the Romans about 200 B.C. The Alans settled here about 409. In 457 they were expelled by the Suevi; and in 585 the Suevi were expelled by the Goths. About 714 the Saracens conquered it; but it began to be recovered from them in 1080 by count Henry, to whom Alonzo king of Leon, had given his daughter in marriage, and some territories bordering upon Portugal, together with all that he could conquer from the Moors, as the Saracens were then called, from their coming into Spain from Mauretania. His son Alonzo assumed the title of king, conquered Lisbon in 1146, and recovered almost all Portugal from the Moors. Upon the death of Henry king of Portugal in 1580, Philip II. of Spain seized upon this country; but in 1640 the duke of Braganza recovered it from the Spaniards, and was crowned king by the name of John IV. Portugal has been independent of Spain ever since. ",17.01
Wales,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.01
Wessex,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.02
Sussex,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.03
Kent,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.04
Essex,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.05
Mercia,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.06
East Anglia,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.07
Northumbria,England,"The British isles were inhabited originally by a people called Britons, of the same stock with the ancient Gauls,  ie Celtic. The first conquest that was made of this part of the island was by the Romans. It was began in the year 43, under the emperor Claudius, and was completed in 78 under Domitian. Julius Caesar had invaded this island in the year 54 and 53 B.C. but he made no conquest, his forces being repulsed by the natives. In 410 the Romans, being no longer able to defend so distant a province, relinquished it to the old inhabitants, who, calling in the Saxons from Germany to assist them to repel the invasion of the Scots and Picts, were all conquered by them, except those who retired into Wales.
The Saxons, arriving at different times, formed seven different kingdoms, which, having some kind of union among themselves, are all together called the Heptarchy. Of these Kent was the first. It commenced in 455 under Hengist, and out of it, in 527, was formed the kingdom of Essex by Erchenwin. Both these kingdoms were conquered by Egbert king of  Wessex in 825. In 491 the kingdom of Sussex was formed by Ella, but from the year 760 it was so reduced, that it was considered as a province to Wessex. This kingdom was formed under Cerdic in 519, and Egbert, one of its princes, completed the conquest of the whole heptarchy about 827. The kingdom of Northumberland began under Ida in 547. It was sometime divided into two separate kingdoms, and was the last that was conquered by Egbert. The kingdom of East Anglia was formed by Uffa in 571, and in 792 it was conquered by Mercia. This last kingdom was founded by Crida in 585, and about 825 it was conquered by Egbert.
About the year 866 the Danes under their king Ivar, invited by earl Bruern Bocard, made a descent upon England, and conquered Northumberland. Presently after they conquered East Anglia, and in 873 they were masters of Mercia. About 877 they were in possession of the whole kingdom, king Alfred being obliged to hide himself from their pursuit; but soon after, this prince entirely defeated them, and forced them either to abandon the island, or submit to his government. Those who chose the latter settled in East Anglia. They generally revolted at the beginning of every reign, and about 1003 Swein king of Denmark conquered all the northern parts of England, and king Ethelred retiring into Normandy, the whole kingdom submitted. Upon his death the Danes proclaimed his son Canute king; but the English, having recalled Ethelred, the island was, as it were, divided between them, till 1017, when Canute became master of all England. Under Edward the Confessor, in 1041, the Saxon line was restored without bloodshed; but the Normans under William the Conqueror subdued the kingdom in 1066, and the descendents of this prince have been in possession of the crown of England ever since. In 1283 Wales was subdued by Edward I. Lewellyn their last king being defeated and slain.",18.08
Scotland (southern and central),Scotland,"This part of the island of Great Britain was anciently called Caledonia, and the inhabitants Caledones, who were of Celtic original, and probably those tribes of the Britons, who had wandered the farthest northwards. In the fourth century we find them distinguished into Scots and Picts. In 85, Agricola the Roman general subdued the whole of this part of the island; but did not retain more of the conquest than that part which is south of the Forth and Clyde. In 121 Adrian relinquished more, building a wall from the Solway Frith to the river Tyne. In 144 the Romans extended their boundaries again as far as the wall of Agricola; but Severus, though he conquered the whole country in 208, thought proper to adhere to the boundary of Adrian.
Upon the Romans quitting this island in 410, the Scots regained the possession of all that is now called Scotland, and made excursions very far southwards, though without retaining their conquests. About 839 the Picts are said to have been entirely reduced by Kenith II. the first sole king of all Scotland. In 1296 Edward I. king of England, conquered all this country, and the English were not finally expelled till the year 1314. In 1602 James VI. king of Scotland, succeeded to the crown of England, on the death of queen Elizabeth, and in 1707 the union between the two crowns was completed.",18.09
Scotland (northern),Scotland,"This part of the island of Great Britain was anciently called Caledonia, and the inhabitants Caledones, who were of Celtic original, and probably those tribes of the Britons, who had wandered the farthest northwards. In the fourth century we find them distinguished into Scots and Picts. In 85, Agricola the Roman general subdued the whole of this part of the island; but did not retain more of the conquest than that part which is south of the Forth and Clyde. In 121 Adrian relinquished more, building a wall from the Solway Frith to the river Tyne. In 144 the Romans extended their boundaries again as far as the wall of Agricola; but Severus, though he conquered the whole country in 208, thought proper to adhere to the boundary of Adrian.
Upon the Romans quitting this island in 410, the Scots regained the possession of all that is now called Scotland, and made excursions very far southwards, though without retaining their conquests. About 839 the Picts are said to have been entirely reduced by Kenith II. the first sole king of all Scotland. In 1296 Edward I. king of England, conquered all this country, and the English were not finally expelled till the year 1314. In 1602 James VI. king of Scotland, succeeded to the crown of England, on the death of queen Elizabeth, and in 1707 the union between the two crowns was completed.",18.1
Pictland,Scotland,"This part of the island of Great Britain was anciently called Caledonia, and the inhabitants Caledones, who were of Celtic original, and probably those tribes of the Britons, who had wandered the farthest northwards. In the fourth century we find them distinguished into Scots and Picts. In 85, Agricola the Roman general subdued the whole of this part of the island; but did not retain more of the conquest than that part which is south of the Forth and Clyde. In 121 Adrian relinquished more, building a wall from the Solway Frith to the river Tyne. In 144 the Romans extended their boundaries again as far as the wall of Agricola; but Severus, though he conquered the whole country in 208, thought proper to adhere to the boundary of Adrian.
Upon the Romans quitting this island in 410, the Scots regained the possession of all that is now called Scotland, and made excursions very far southwards, though without retaining their conquests. About 839 the Picts are said to have been entirely reduced by Kenith II. the first sole king of all Scotland. In 1296 Edward I. king of England, conquered all this country, and the English were not finally expelled till the year 1314. In 1602 James VI. king of Scotland, succeeded to the crown of England, on the death of queen Elizabeth, and in 1707 the union between the two crowns was completed.",18.11
Ireland,Ireland,"The original inhabitants of this island were probably Britons. In 795 the Danes siezed a part of it, and were never completely subdued till the English took possession of the whole: till that period, also, it was generally divided into a number of petty sovereignties, a circumstance of which the English took advantage in the conquest of the island. The first settlements of the English in this country were made in 1169 by private adventurers, but under the sanction of Henry II. who arrived there himself in 1172, and completed the conquest.

In 1314 the Scots promoted a rebellion in Ireland, and in 1315 Edward Bruce, king of Scotland, expelled the English out of almost all the places they held in it, and was proclaimed king of Ireland; but the Scots were expelled again in 1318. From the very first reduction of the island there were constant rebellions of the natives, so that the English were seldom masters of the whole country, nor was their possession of it entire and peaceable till 1614. The Irish catholics revolted again in 1641, and committed the famous massacre of the protestants; but they were reduced by Cromwell in 1653.",18.12
Siberia,Russia and Siberia,"In 862, which is the earliest date we can depend upon in the history of Russia, we find Rurick great duke of Novogrod, in this country; and in 981 Wolodimer, the fourth prince, was their first Christian king. About 1058, Boleslaus king of Poland, conquered Russia: but there is great confusion in this part of the history, and it is not certain how long the Poles kept possession of it. Andrey I. who began his reign in 1158, removed the seat of the empire to Wladimir: he also laid the foundation of the city of Moscow. About 1200 Muscovy was invaded by Batu, khan of the Mungls, about the same time that these conquerors subdued the Tartars of Kipjak. The Mungls held it in subjection, till the empire of Jenghis Khan broke in pieces; when the Kipjaks, who held the country bordering upon Russia, became independent; and in 1540, John Basilowits threw off the yoke of the Kipjaks. This prince greatly enlarged his dominions, and about the middle of the 16th century, the Russians discovered and reduced the vast country of Siberia.",19.01
Kipjak,Kipjâk,"This country, which comprehends Astrakan, Casan, and the north-west parts of Tartary, was conquered by Jugi the son of Jenghis Khan, who died in 1226, six months before his father. When it recovered its independency is not known. In 1553 the Russians conquered the whole country.",19.02
Russia,Russia and Siberia,"In 862, which is the earliest date we can depend upon in the history of Russia, we find Rurick great duke of Novogrod, in this country; and in 981 Wolodimer, the fourth prince, was their first Christian king. About 1058, Boleslaus king of Poland, conquered Russia: but there is great confusion in this part of the history, and it is not certain how long the Poles kept possession of it. Andrey I. who began his reign in 1158, removed the seat of the empire to Wladimir: he also laid the foundation of the city of Moscow. About 1200 Muscovy was invaded by Batu, khan of the Mungls, about the same time that these conquerors subdued the Tartars of Kipjak. The Mungls held it in subjection, till the empire of Jenghis Khan broke in pieces; when the Kipjaks, who held the country bordering upon Russia, became independent; and in 1540, John Basilowits threw off the yoke of the Kipjaks. This prince greatly enlarged his dominions, and about the middle of the 16th century, the Russians discovered and reduced the vast country of Siberia.",19.03
Poland,"Poland, and Red Russia","Poland was the seat of the Vandals in ancient times. The first duke we read of in this country was Lechus, who is said to have begun his reign in 694. His posterity failing in 800, Piastus was chosen duke, and in 1000 Boleslaus received the title of king from Otho III. emperor of Germany. In 1059 Boleslaus II. added Red Russia to the crown of Poland, by marrying the Princess Viceslava, heiress of that duchy.",20.01
